Homograph	Reading	Type
泉	ずみ	personal name
泉	み	personal name
泉	みず	personal name
泉	もと	personal name
洗	セン	on
洗	セイ	on
洗	あら	kun
奏	ソウ	on
奏	かな	kun
奏	すす	kun
奏	かなで	personal name
段	ダン	on
段	タン	on
段	きざはし	kun
派	ハ	on
派	ハイ	on
派	つか	kun
派	わ	kun
肺	ハイ	on
背	ハイ	on
背	せ	kun
背	せい	kun
背	そむ	kun
背	うしろ	kun
背	しろ	personal name
背	のり	personal name
威	イ	on
威	おど	kun
威	あきら	personal name
威	たか	personal name
威	たけ	personal name
威	たけし	personal name
威	たける	personal name
威	つよし	personal name
威	なり	personal name
為	イ	on
為	す	kun
為	ため	kun
為	つく	kun
為	な	kun
為	なり	personal name
為	なる	personal name
皆	カイ	on
皆	みな	kun
皆	とも	personal name
皆	み	personal name
皆	みち	personal name
狭	キョウ	on
狭	コウ	on
狭	せば	kun
狭	せま	kun
狭	さ	kun
枯	コ	on
枯	か	kun
枯	から	kun
荒	コウ	on
荒	あら	kun
荒	あ	kun
荒	すさ	kun
香	コウ	on
香	キョウ	on
香	か	kun
香	かお	kun
香	かぐわ	kun
香	かんば	kun
香	かおり	personal name
香	かおる	personal name
香	かが	personal name
香	たか	personal name
香	よし	personal name
恒	コウ	on
恒	つね	kun
恒	ちか	personal name
恒	のぶ	personal name
恒	ひさ	personal name
恒	ひさし	personal name
恒	ひとし	personal name
恒	わたる	personal name
咲	ショウ	on
咲	さ	kun, personal name
咲	わら	kun
咲	えみ	personal name
咲	さき	personal name
狩	シュ	on
狩	か	kun
柔	ジュウ	on
柔	ニュウ	on
柔	やわ	kun
柔	やさ	kun
柔	じゅ	personal name
柔	やわら	personal name
柔	よし	personal name
盾	ジュン	on
盾	たて	kun
侵	シン	on
侵	おか	kun
侵	みにく	kun
是	ゼン	on
是	シ	on
是	こ	kun
是	これ	kun
是	ただ	kun
是	すなお	personal name
是	ただし	personal name
是	つな	personal name
是	ゆき	personal name
是	よし	personal name
俗	ゾク	on
俗	いや	kun
俗	なら	kun
耐	タイ	on
耐	ダイ	on
耐	ドウ	on
耐	ナイ	on
耐	ノウ	on
耐	た	kun
耐	しのぶ	personal name
耐	たゆる	personal name
耐	つよし	personal name
耐	とう	personal name
耐	とおる	personal name
珍	チン	on
珍	めずら	kun
怒	ド	on
怒	ヌ	on
怒	いか	kun
怒	おこ	kun
逃	トウ	on
逃	に	kun
逃	のが	kun
峠	とうげ	kun
柄	ヘイ	on
柄	え	kun
柄	がら	kun
柄	いきお	kun
柄	つか	kun
冒	ボウ	on
冒	ボク	on
冒	モウ	on
冒	おか	kun
冒	おお	kun
冒	ねた	kun
冒	むさぼ	kun
盆	ボン	on
盆	ホン	on
盆	はち	kun
郎	ロウ	on
郎	おとこ	kun
郎	あき	personal name
郎	あきら	personal name
郎	お	personal name
哀	アイ	on
哀	あわ	kun
哀	かな	kun
卸	シャ	on
卸	おろし	kun
卸	おろ	kun
架	カ	on, kun
架	たな	kun
架	かける	personal name
悔	カイ	on
悔	ケ	on
悔	く	kun
悔	くや	kun
冠	カン	on
冠	かんむり	kun
冠	かむ	kun
軌	キ	on
軌	わだち	kun
軌	のり	personal name
虐	ギャク	on
虐	しいた	kun
虐	むご	kun
峡	キョウ	on
峡	はざま	kun
契	ケイ	on
契	キツ	on
契	ケツ	on
契	セツ	on
契	ちぎ	kun
契	きざ	kun
契	ちぎ	kun
契	わりふ	kun
弧	コ	on
弧	きゆみ	kun
孤	コ	on
孤	そむ	kun
孤	ひと	kun
孤	みなしご	kun
郊	コウ	on
恨	コン	on
恨	うら	kun
削	サク	on
削	ショウ	on
削	けず	kun
削	そ	kun
削	はつ	kun
施	シ	on
施	セ	on
施	ほどこ	kun
施	し	kun
牲	セイ	on
牲	いけにえ	kun
促	ソク	on
促	うなが	kun
促	せま	kun
胎	タイ	on
胎	はら	kun
訂	テイ	on
訂	さだ	kun
訂	ただ	kun
帝	テイ	on
帝	タイ	on
帝	みかど	kun
卑	ヒ	on
卑	いや	kun
卑	ひく	kun
赴	フ	on
赴	おもむ	kun
赴	つ	kun
赴	はや	personal name
赴	ゆき	personal name
封	フウ	on
封	ホウ	on
封	さかい	kun
封	と	kun
封	ポンド	kun
胞	ホウ	on
胞	はら	kun
某	ボウ	on
某	バイ	on
某	それがし	kun
某	なにがし	kun
幽	ユウ	on
幽	かす	kun
幽	くら	kun
厘	リン	on
厘	テン	on
厘	デン	on
厘	リ	on
姻	イン	on
姻	とつ	kun
疫	エキ	on
疫	ヤク	on
垣	エン	on
垣	かき	kun
括	カツ	on
括	くく	kun
括	くび	kun
糾	キュウ	on
糾	あざな	kun
糾	ただ	kun
挟	キョウ	on
挟	はさ	kun
挟	さしはさ	kun
洪	コウ	on
洪	おおみず	kun
侯	コウ	on
侯	きみ	kun, personal name
侯	まと	kun
侯	きぬ	personal name
侯	とき	personal name
侯	よし	personal name
拷	ゴウ	on
拷	コウ	on
拷	う	kun
砕	サイ	on
砕	くだ	kun
臭	シュウ	on
臭	キュウ	on
臭	くさ	kun
臭	にお	kun
俊	シュン	on
俊	すぐ	kun
俊	すぐる	personal name
俊	たかし	personal name
俊	とし	personal name
俊	まさる	personal name
俊	よし	personal name
叙	ジョ	on
叙	の	kun
浄	ジョウ	on
浄	きよ	kun
津	シン	on
津	つ	kun
津	しる	kun
津	す	personal name
津	ず	personal name
津	づ	personal name
甚	ジン	on
甚	はなは	kun
甚	いた	kun
甚	おもし	personal name
甚	しげ	personal name
甚	たね	personal name
甚	とう	personal name
甚	ふか	personal name
甚	やす	personal name
帥	スイ	on
帥	ソツ	on
帥	ひき	kun
窃	セツ	on
窃	ぬす	kun
窃	ひそ	kun
荘	ソウ	on
荘	ショウ	on
荘	おごそ	kun
荘	しもやしき	kun
荘	これ	personal name
荘	たか	personal name
荘	たかし	personal name
荘	ただし	personal name
荘	まさ	personal name
衷	チュウ	on
衷	うち	kun
衷	こころ	kun
衷	まこと	kun
挑	チョウ	on
挑	トウ	on
挑	いど	kun
挑	いどむ	personal name
勅	チョク	on
勅	いまし	kun
勅	みことのり	kun
亭	テイ	on
亭	チン	on
亭	あずまや	kun
亭	とど	kun
貞	テイ	on
貞	ジョウ	kun
貞	ただ	kun, personal name
貞	さだ	personal name
貞	さだむ	personal name
貞	ただし	personal name
貞	ただす	personal name
貞	つら	personal name
貞	まさ	personal name
貞	みさお	personal name
洞	ドウ	on
洞	トウ	on
洞	ほら	kun
洞	うつろ	kun
洞	うろ	kun
洞	つらぬ	kun
洞	ふか	kun
柳	リュウ	on
柳	やなぎ	kun
柳	やな	personal name
畏	イ	on
畏	おそ	kun
畏	かしこ	kun
茨	シ	on
茨	いばら	kun
茨	くさぶき	kun
咽	イン	on
咽	エツ	on
咽	エン	on
咽	のど	kun
咽	の	kun
咽	むせ	kun
怨	オン	on
怨	エン	on
怨	うら	kun
柿	シ	on
柿	かき	kun
柵	サク	on
柵	しがらみ	kun
柵	とりで	kun
柵	やらい	kun
拶	サツ	on
拶	せま	kun
拭	ショク	on
拭	シキ	on
拭	ぬぐ	kun
拭	ふ	kun
栃	とち	kun
虹	コウ	on
虹	にじ	kun
虹	こ	kun
眉	ミ	on
眉	ビ	on
眉	まゆ	kun
眉	としよ	kun
眉	ふち	kun
訃	フ	on
訃	し	kun
訃	つ	kun
勃	ボツ	on
勃	ホツ	on
勃	お	kun
勃	にわ	kun
昧	マイ	on
昧	バイ	on
昧	くら	kun
侶	リョ	on
侶	ロ	on
侶	とも	kun
思	シ	on
思	おも	kun
思	おぼ	kun
校	コウ	on
校	キョウ	on
校	あぜ	kun
校	かせ	kun
校	かんが	kun
校	くら	kun
家	カ	on
家	ケ	on
家	いえ	kun
家	や	kun
家	うち	kun
夏	カ	on
夏	ゲ	on
夏	なつ	kun
記	キ	on
記	しる	kun
記	とし	personal name
記	なり	personal name
記	のり	personal name
記	ふさ	personal name
記	ふみ	personal name
記	よし	personal name
帰	キ	on
帰	かえ	kun
帰	おく	kun
帰	とつ	kun
原	ゲン	on
原	はら	kun
原	たず	kun
原	もと	kun
原	ゆる	kun
原	はじめ	personal name
高	コウ	on
高	たか	kun
高	あき	personal name
高	あきら	personal name
高	うえ	personal name
高	すけ	personal name
高	たかし	personal name
高	たけ	personal name
紙	シ	on
紙	かみ	kun
時	ジ	on
時	とき	kun
時	これ	personal name
時	ちか	personal name
時	はる	personal name
時	もち	personal name
時	ゆき	personal name
時	よし	personal name
時	より	personal name
弱	ジャク	on
弱	ニャク	on
弱	よわ	kun
書	ショ	on
書	か	kun
書	ふみ	kun
通	ツウ	on
通	ツ	on
通	かよ	kun
通	とお	kun, personal name
通	いたる	personal name
通	とおる	personal name
通	とし	personal name
通	とる	personal name
通	なお	personal name
通	のぶ	personal name
通	ひらく	personal name
通	みち	personal name
通	みつ	personal name
通	やす	personal name
通	ゆき	personal name
馬	バ	on
馬	マ	on, kun
馬	メ	on
馬	うま	kun
馬	たけし	personal name
院	イン	on
院	かき	kun
院	かこい	kun
員	イン	on
員	エン	on
員	ウン	on
員	かず	kun
員	さだ	personal name
荷	カ	on
荷	に	kun
荷	にな	kun
荷	はす	kun
起	キ	on
起	お	kun
起	た	kun
起	おき	personal name
起	かず	personal name
起	たつ	personal name
起	ゆき	personal name
宮	キュウ	on
宮	グウ	on
宮	ク	on
宮	みや	kun
宮	いえ	kun
庫	コ	on
庫	ク	on
庫	くら	kun
根	コン	on
根	ね	kun
酒	シュ	on
酒	さか	kun, personal name
酒	さけ	kun
酒	み	personal name
消	ショウ	on
消	き	kun
消	け	kun
真	シン	on
真	ま	kun
真	まこと	kun
真	さだ	personal name
真	さな	personal name
真	さね	personal name
真	ただ	personal name
真	ちか	personal name
真	なお	personal name
真	まさ	personal name
真	まな	personal name
真	み	personal name
息	ソク	on
息	いき	kun
息	いこ	kun
息	やす	kun
息	や	kun
速	ソク	on
速	はや	kun
速	すみ	kun
速	すすむ	personal name
速	ちか	personal name
速	ちかし	personal name
速	つぎ	personal name
速	とう	personal name
速	とし	personal name
速	はや	personal name
速	はやし	personal name
速	はやみ	personal name
速	はやむ	personal name
速	めす	personal name
庭	テイ	on
庭	にわ	kun
島	トウ	on
島	しま	kun
配	ハイ	on
配	くば	kun
配	つれあい	kun
配	なが	kun
配	なら	kun
配	あつ	personal name
配	とも	personal name
倍	バイ	on
倍	ハイ	on
倍	そむ	kun
倍	ま	kun
病	ビョウ	on
病	ヘイ	on
病	やまい	kun
病	や	kun
勉	ベン	on
勉	つと	kun
勉	かつ	personal name
勉	すすむ	personal name
勉	たけ	personal name
勉	つとむ	personal name
勉	まさる	personal name
旅	リョ	on
旅	ロ	on
旅	たび	kun
旅	いくさ	kun
旅	たか	personal name
流	リュウ	on
流	ル	on
流	なが	kun
流	しく	personal name
流	とも	personal name
流	はる	personal name
案	アン	on
案	かんが	kun
案	つくえ	kun
害	ガイ	on
害	カイ	on
害	カツ	on
害	そこ	kun
害	わざわ	kun
挙	キョ	on
挙	あ	kun
挙	こぞ	kun
挙	しげ	personal name
挙	すすむ	personal name
挙	たか	personal name
挙	たつ	personal name
挙	ひら	personal name
挙	みな	personal name
訓	クン	on
訓	キン	on
訓	おし	kun
訓	よ	kun
訓	くに	personal name
訓	さとし	personal name
訓	さとす	personal name
訓	さとる	personal name
訓	しる	personal name
訓	とき	personal name
訓	のり	personal name
訓	みち	personal name
郡	グン	on
郡	クン	on
郡	こおり	kun
候	コウ	on
候	そうろう	kun
候	うかが	kun
候	さぶら	kun
候	ま	kun
航	コウ	on
航	わた	kun
航	かず	personal name
航	つら	personal name
航	わたる	personal name
差	サ	on
差	サイ	on
差	シ	on
差	さ	kun
差	たが	kun
差	つか	kun
殺	サツ	on
殺	サイ	on
殺	セツ	on
殺	ころ	kun
殺	あや	kun
殺	けず	kun
殺	そ	kun
残	ザン	on
残	のこ	kun
残	そこ	kun
借	シャク	on
借	シャ	on
借	か	kun
笑	ショウ	on
笑	わら	kun
笑	え	kun, personal name
笑	えみ	personal name
笑	ふさ	personal name
席	セキ	on
席	むしろ	kun
倉	ソウ	on
倉	くら	kun
倉	にわ	kun
孫	ソン	on
孫	まご	kun
帯	タイ	on
帯	おび	kun
帯	お	kun
徒	ト	on
徒	ズ	on
徒	あだ	kun
徒	いたずら	kun
徒	かち	kun
徒	ただ	kun
徒	ともがら	kun
徒	むだ	kun
特	トク	on
特	ドク	on
特	おうし	kun
特	とりわ	kun
特	ひと	kun
梅	バイ	on
梅	うめ	kun
梅	め	personal name
粉	フン	on
粉	こ	kun
粉	こな	kun
粉	デシメートル	kun
脈	ミャク	on
脈	バク	on
脈	すじ	kun
浴	ヨク	on
浴	あ	kun
浴	ゆあみ	kun
料	リョウ	on
料	はか	kun
連	レン	on
連	つら	kun
連	つ	kun
連	しき	kun
連	つぎ	personal name
連	まさ	personal name
連	やす	personal name
連	れ	personal name
益	エキ	on
益	ヤク	on
益	ま	kun
益	ますます	kun
益	あり	personal name
益	すすむ	personal name
益	のり	personal name
益	まし	personal name
益	みつる	personal name
益	やす	personal name
益	よし	personal name
桜	オウ	on
桜	さくら	kun
桜	お	personal name
桜	さ	personal name
恩	オン	on
恩	めぐ	kun
恩	おき	personal name
恩	めぐみ	personal name
格	カク	on
格	コウ	on
格	キャク	on
格	ゴウ	on
格	いた	kun
格	う	kun
格	ただ	kun
格	ただし	personal name
格	のり	personal name
格	まさ	personal name
個	コ	on
個	カ	on
耕	コウ	on
耕	たがや	kun
耕	おさむ	personal name
耕	つとむ	personal name
耕	やす	personal name
財	ザイ	on
財	サイ	on
財	たから	kun
師	シ	on
師	いくさ	kun
師	みやこ	kun
修	シュウ	on
修	シュ	on
修	おさ	kun, personal name
修	かざ	kun
修	なが	kun
修	あつむ	personal name
修	おさむ	personal name
修	とも	personal name
修	なお	personal name
修	のぶ	personal name
修	のり	personal name
修	まさ	personal name
修	みち	personal name
修	やす	personal name
修	よし	personal name
素	ソ	on
素	ス	on
素	しろ	kun
素	もと	kun, personal name
素	しろし	personal name
素	すなお	personal name
素	はじめ	personal name
造	ゾウ	on
造	つく	kun
造	いた	kun
造	な	kun
造	はじ	kun
造	みやつこ	kun
造	いたる	personal name
造	なり	personal name
造	はじめ	personal name
能	ノウ	on
能	ダイ	on
能	ドウ	on
能	あた	kun
能	はたら	kun
能	よ	kun
能	たか	personal name
能	ちから	personal name
能	とう	personal name
能	の	personal name
能	のり	personal name
能	ひさ	personal name
能	よし	personal name
破	ハ	on
破	やぶ	kun
破	わ	kun
俵	ヒョウ	on
俵	たわら	kun
容	ヨウ	on
容	い	kun
容	かたち	kun
容	ゆる	kun
容	かた	personal name
容	ひろ	personal name
容	まさ	personal name
容	もり	personal name
容	やす	personal name
容	よ	personal name
留	リュウ	on
留	ル	on
留	と	kun, personal name
留	とど	kun
留	たね	personal name
留	とめ	personal name
留	ひさ	personal name
株	シュ	on
株	かぶ	kun
胸	キョウ	on
胸	むね	kun
胸	むな	kun
胸	こころ	kun
降	コウ	on
降	ゴウ	on
降	お	kun
降	ふ	kun
降	くだ	kun
骨	コツ	on
骨	ほね	kun
座	ザ	on
座	すわ	kun
座	いま	kun
蚕	サン	on
蚕	テン	on
蚕	かいこ	kun
蚕	こ	kun
射	シャ	on
射	エキ	on
射	セキ	on
射	ヤ	on
射	い	kun
射	あ	kun
射	う	kun
射	さ	kun
従	ジュウ	on
従	ジュ	on
従	ショウ	on
従	したが	kun
純	ジュン	on
純	トン	on
純	きいと	kun
純	あつ	personal name
純	あつし	personal name
純	あや	personal name
純	いと	personal name
純	きよし	personal name
純	すなお	personal name
純	すみ	personal name
